case_no,checking_status,credit_history,purpose,credit_amount,saving_status,employment,personal_status,age,job,class
608,2,3,4,2671,2,3,2,50,3,2
609,4,3,4,2051,1,2,3,33,3,1
610,4,3,2,1300,5,5,3,45,3,1
611,1,3,5,741,2,1,2,22,3,2
612,3,3,1,1240,2,5,2,48,2,2
613,1,3,4,3357,4,2,2,29,3,1
614,1,2,2,3632,1,3,2,22,3,1
615,4,4,3,1808,1,4,2,22,3,2
616,2,1,10,12204,5,3,3,48,4,1
617,2,4,4,9157,5,3,3,27,4,1
618,1,5,1,3676,1,3,3,37,3,1
619,2,3,3,3441,2,3,2,21,3,2
620,4,3,1,640,1,3,1,49,2,1
621,2,5,10,3652,1,4,3,27,3,1
622,4,5,1,1530,1,3,3,32,3,2
623,4,3,10,3914,5,3,1,38,3,2
624,1,3,3,1858,1,2,2,22,3,1
625,1,3,4,2600,1,3,3,65,3,2
626,4,3,4,1979,5,5,3,35,3,1
627,3,3,3,2116,1,3,3,41,3,1
628,2,2,1,1437,2,4,3,29,3,2
629,4,5,3,4042,3,3,3,36,3,1
630,4,3,7,3832,5,5,3,64,2,1
631,1,3,4,3660,1,3,2,28,3,1
632,1,2,3,1553,1,3,3,44,3,2
633,2,3,4,1444,5,2,3,23,3,1
634,4,3,3,1980,1,2,2,19,3,2
635,2,3,1,1355,1,2,2,25,2,2
636,4,3,7,1393,1,5,3,47,3,1
637,4,3,4,1376,3,4,2,28,3,1
638,4,4,4,15653,1,4,3,21,3,1
639,4,3,4,1493,1,2,2,34,3,1
640,1,4,4,4370,1,4,3,26,3,2
641,1,3,7,750,1,1,2,27,1,2
642,2,3,6,1308,1,5,3,38,2,1
643,4,3,7,4623,2,3,3,40,4,2
644,4,5,4,1851,1,4,4,33,3,1
645,1,5,4,1880,1,4,4,32,4,1
646,4,4,10,7980,5,2,3,27,3,2
647,1,1,3,4583,1,3,1,32,3,1
648,4,3,1,1386,3,3,2,26,3,2
649,3,3,1,947,1,4,3,38,3,2
650,1,3,7,684,1,3,3,40,2,2
651,1,3,7,7476,1,4,3,50,4,1
652,2,3,3,1922,1,3,3,37,2,2
653,1,3,1,2303,1,5,3,45,3,2
654,2,4,1,8086,2,5,3,42,4,2
655,4,5,2,2346,1,4,3,35,3,1
656,1,3,1,3973,1,1,3,22,3,1
657,2,3,1,888,1,5,3,41,2,2
658,4,3,4,10222,5,4,3,37,3,1
659,2,1,10,4221,1,3,2,28,3,1
660,2,5,3,6361,1,5,3,41,3,1
661,3,3,4,1297,1,3,4,23,3,1
662,1,3,1,900,5,3,4,23,3,2
663,4,3,3,2241,1,5,3,50,3,1
664,2,4,3,1050,1,1,3,35,4,1
665,3,5,7,1047,1,3,2,50,2,1
666,4,5,11,6314,1,1,3,27,4,1
667,2,2,3,3496,4,3,3,34,3,1
668,4,2,10,3609,1,3,2,27,3,1
669,1,5,1,4843,1,5,3,43,3,2
670,3,5,4,3017,1,5,3,47,3,1
671,4,5,10,4139,2,3,3,27,2,1
672,4,3,10,5742,2,4,3,31,3,1
673,4,3,1,10366,1,5,3,42,4,1
674,4,5,1,2080,3,3,4,24,3,1
675,4,4,10,2580,3,2,3,41,2,2
676,4,5,4,4530,1,4,2,26,4,1
677,4,5,3,5150,1,5,3,33,3,1
678,2,3,4,5595,2,3,4,24,3,2
679,1,3,4,2384,1,5,3,64,2,1
680,4,3,4,1453,1,2,2,26,3,1
681,4,3,7,1538,1,2,2,56,3,1
682,4,3,4,2279,5,3,3,37,3,1
683,4,4,4,1478,1,3,4,33,3,1
684,4,5,4,5103,1,2,4,47,3,1
685,2,4,10,9857,2,4,3,31,2,1
686,4,3,1,6527,5,3,3,34,3,1
687,3,5,4,1347,5,4,3,27,3,1
688,2,4,1,2862,2,5,3,30,3,1
689,4,3,4,2753,2,5,3,35,3,1
690,1,3,1,3651,4,3,3,31,3,1
691,1,5,3,975,1,3,1,25,3,1
692,2,3,6,2631,2,3,2,25,2,1
693,2,3,4,2896,2,2,3,29,3,1
694,1,5,1,4716,5,2,3,44,2,1
695,4,3,4,2284,1,4,3,28,3,1
696,4,3,2,1236,3,3,3,50,3,1
697,2,3,4,1103,1,4,3,29,3,1
698,4,5,1,926,1,1,2,38,1,1
699,4,5,4,1800,1,3,3,24,3,1
700,3,3,7,1905,1,5,3,40,4,1
701,4,3,3,1123,3,3,2,29,2,2
702,1,5,2,6331,1,5,3,46,3,2
703,3,3,4,1377,2,5,2,47,3,1
704,2,4,10,2503,2,5,3,41,3,1
705,2,3,10,2528,1,2,2,32,3,1
706,4,3,1,5324,3,5,2,35,3,1
707,2,3,1,6560,2,4,3,24,3,2
708,2,1,3,2969,1,2,2,25,3,2
709,2,3,4,1206,1,5,2,25,3,1
710,2,3,4,2118,1,3,3,37,2,1
711,4,5,4,629,3,5,3,32,4,1
712,1,2,7,1198,1,5,2,35,3,2
713,4,3,2,2476,5,5,3,46,4,1
714,1,5,4,1138,1,3,3,25,2,1
715,2,3,1,14027,1,4,3,27,4,2
716,4,5,2,7596,5,5,3,63,3,1
717,4,5,4,3077,5,5,3,40,3,1
718,4,3,4,1505,1,3,3,32,4,1
719,3,5,4,3148,5,3,3,31,3,1
720,2,1,2,6148,2,5,4,31,3,1
721,3,1,4,1337,1,2,3,34,4,2
722,2,2,7,433,4,2,2,24,3,2
723,1,3,1,1228,1,3,2,24,2,2
724,2,3,4,790,3,3,2,66,2,1
725,4,3,1,2570,1,3,2,21,3,2
726,4,5,1,250,4,3,2,41,2,1
727,4,5,4,1316,3,3,4,47,2,1
728,1,3,4,1882,1,3,2,25,3,2
729,2,2,10,6416,1,5,2,59,3,2
730,3,5,10,1275,4,3,1,36,3,1
731,2,4,4,6403,1,2,3,33,3,1
732,1,3,4,1987,1,3,3,21,2,2
733,2,3,4,760,1,4,2,44,2,1
734,4,3,2,2603,4,3,2,28,3,1
735,4,5,1,3380,1,4,2,37,3,1
736,2,2,5,3990,5,2,2,29,1,1
737,2,3,2,11560,1,3,2,23,4,2
738,1,3,1,4380,2,3,3,35,2,1
739,4,5,1,6761,1,4,3,45,4,1
740,2,1,10,4280,2,3,2,26,2,2
741,1,2,1,2325,2,4,3,32,3,1
742,2,2,4,1048,1,3,3,23,2,1
743,4,3,4,3160,5,5,3,41,3,1
744,1,2,3,2483,3,3,3,22,3,1
745,1,5,3,14179,5,4,3,30,4,1
746,1,5,10,1797,1,2,3,28,2,1
747,1,3,1,2511,1,1,2,23,3,1
748,1,3,1,1274,1,2,2,37,2,2
749,4,3,2,5248,5,3,3,26,3,1
750,4,3,2,3029,1,4,3,33,3,1
751,1,3,3,428,1,5,2,49,3,1
752,1,3,1,976,1,2,2,23,2,2
753,2,3,10,841,2,4,2,23,2,1
754,4,5,4,5771,1,4,2,25,3,1
755,4,4,6,1555,4,5,3,55,3,2
756,1,3,1,1285,5,4,2,32,3,2
757,3,5,1,1299,1,3,3,74,1,1
758,3,5,4,1271,5,3,3,39,3,2
759,4,3,1,1393,1,3,3,31,3,1
760,1,5,1,691,1,5,3,35,3,2
761,4,5,1,5045,5,5,2,59,3,1
762,1,5,3,2124,1,3,2,24,3,2
763,1,3,4,2214,1,3,3,24,2,1
764,4,5,1,12680,5,5,3,30,4,2
765,4,5,1,2463,2,4,4,27,3,1
766,2,3,4,1155,1,5,4,40,2,1
767,1,3,3,3108,1,2,1,31,2,2
768,4,3,2,2901,5,2,2,31,3,1
769,2,5,3,3617,1,5,3,28,3,1
770,4,5,4,1655,1,5,3,63,2,1
771,1,3,2,2812,5,5,2,26,3,1
772,1,5,7,8065,1,3,2,25,4,2
773,4,5,2,3275,1,5,3,36,4,1
774,4,5,4,2223,2,5,3,52,3,1
775,3,5,1,1480,3,1,3,66,1,1
776,1,3,1,1371,5,3,2,25,3,2
777,4,5,1,3535,1,4,3,37,3,1
778,1,3,4,3509,1,4,2,25,3,1
779,4,5,2,5711,4,5,3,38,4,1
780,2,3,6,3872,1,1,2,67,3,1
781,2,5,4,4933,1,4,3,25,3,2
782,4,5,1,1940,4,5,3,60,3,1
783,2,1,9,1410,1,3,3,31,2,1
784,2,3,1,836,2,2,2,23,2,2
785,2,3,2,6468,5,1,1,60,4,1
786,2,3,10,1941,4,3,3,35,2,1
787,4,3,4,2675,3,5,3,40,3,1
788,4,5,2,2751,5,5,3,38,3,1
789,2,4,7,6224,1,5,3,50,3,2
790,1,5,7,5998,1,3,3,27,3,2
791,2,3,10,1188,1,5,2,39,3,2
792,4,3,2,6313,5,5,3,41,4,1
793,4,5,3,1221,5,3,4,27,3,1
794,3,3,3,2892,1,5,1,51,3,1
795,4,3,3,3062,3,5,3,32,3,1
796,4,3,3,2301,2,2,2,22,3,1
797,1,3,2,7511,5,5,3,51,3,2
798,4,5,3,1258,1,2,2,22,2,1
799,4,4,1,717,5,5,4,54,3,1
800,2,3,1,1549,5,2,3,35,1,1
801,4,5,7,1597,1,5,3,54,3,1
802,2,5,4,1795,1,5,2,48,2,1
803,1,5,3,4272,1,5,2,24,3,1
804,4,5,4,976,5,5,3,35,3,1
805,2,3,1,7472,5,1,2,24,1,1
806,1,3,1,9271,1,4,3,24,3,2
807,2,3,4,590,1,2,4,26,2,1
808,4,5,4,930,5,5,3,65,3,1
809,2,2,2,9283,1,1,3,55,4,1
810,2,1,1,1778,1,2,2,26,1,2
811,2,3,10,907,1,2,4,26,3,1
812,2,3,4,484,1,4,4,28,2,1
813,1,5,2,9629,1,4,3,24,3,2
814,1,3,5,3051,1,3,3,54,3,2
815,1,3,1,3931,1,4,3,46,3,2
816,2,4,1,7432,1,3,2,54,3,1
817,4,3,5,1338,3,3,1,62,3,1
818,4,5,4,1554,1,4,2,24,3,1
819,1,3,11,15857,1,1,1,43,4,1
820,1,3,4,1345,1,3,4,26,3,2
821,4,3,1,1101,1,3,4,27,3,1
822,3,3,4,3016,1,3,4,24,3,1
823,1,3,3,2712,1,5,3,41,3,2
824,1,5,1,731,1,5,3,47,2,1
825,4,5,3,3780,1,2,1,35,4,1
826,1,5,1,1602,1,5,4,30,3,1
827,1,5,1,3966,1,5,2,33,3,2
828,4,1,10,4165,1,3,3,36,3,2
829,1,3,2,8335,5,5,3,47,3,2
830,2,4,10,6681,5,3,3,38,3,1
831,4,4,10,2375,3,3,3,44,3,1
832,1,3,1,1216,1,2,2,23,3,2
833,1,1,10,11816,1,5,3,29,3,2
834,2,3,4,5084,5,5,2,42,3,1
835,3,3,4,2327,1,2,2,25,2,2
836,1,1,1,1082,1,3,3,48,3,2
837,4,3,4,886,5,3,2,21,3,1
838,4,3,3,601,1,2,2,23,2,1
839,1,5,2,2957,1,5,3,63,3,1
840,4,5,4,2611,1,5,4,46,3,1
841,1,3,3,5179,1,4,3,29,3,2
842,4,4,2,2993,1,3,3,28,2,1
843,4,3,6,1943,1,2,2,23,3,2
844,4,2,10,1559,1,4,3,50,3,1
845,4,3,3,3422,1,5,3,47,3,1
846,2,3,3,3976,5,4,3,35,3,1
847,4,3,1,6761,5,3,3,68,3,2
848,4,3,1,1249,1,2,4,28,3,1
849,1,3,4,1364,1,4,3,59,3,1
850,1,3,4,709,1,5,3,57,2,2
851,1,5,1,2235,1,3,4,33,3,2
852,4,5,2,4042,5,4,3,43,3,1
853,4,5,4,1471,1,3,3,35,3,1
854,1,2,1,1442,1,4,3,32,2,2
855,4,4,1,10875,1,5,3,45,3,1
856,4,3,1,1474,2,2,4,33,3,1
857,4,3,9,894,5,4,2,40,3,1
858,4,5,3,3343,1,3,3,28,3,1
859,1,3,1,3959,1,3,2,29,3,2
860,4,3,1,3577,2,3,3,26,3,1
861,4,5,2,5804,4,3,3,27,3,1
862,4,4,10,2169,1,3,4,28,3,2
863,1,3,4,2439,1,2,2,35,3,2
864,4,5,3,4526,4,2,3,32,2,1
865,4,3,3,2210,1,3,3,25,2,2
866,4,3,3,2221,3,3,2,20,3,1
867,1,3,4,2389,1,2,2,27,3,1
868,4,5,3,3331,1,5,3,42,3,1
869,4,3,10,7409,5,5,3,37,3,1
870,1,3,3,652,1,5,2,24,3,1
871,4,4,3,7678,3,4,2,40,3,1
872,3,5,1,1343,1,5,3,46,3,1
873,1,5,10,1382,2,4,3,26,3,1
874,4,3,5,874,5,2,2,24,3,1
875,1,3,3,3590,1,3,3,29,2,1
876,2,5,1,1322,4,3,2,40,3,1
877,1,2,4,1940,1,2,3,36,4,1
878,4,3,4,3595,1,5,3,28,3,1
879,1,3,1,1422,1,2,3,27,4,2
880,4,5,4,6742,5,4,3,36,3,1
881,4,3,2,7814,1,4,3,38,4,1
882,4,3,2,9277,5,3,1,48,3,1
883,2,5,1,2181,5,5,3,36,3,1
884,4,5,4,1098,1,1,2,65,1,1
885,2,3,3,4057,1,4,1,43,3,2
886,1,3,7,795,1,2,2,53,3,2
887,2,5,10,2825,5,4,3,34,3,1
888,2,3,10,15672,1,3,3,23,3,2
889,4,5,1,6614,1,5,3,34,4,1
890,4,2,2,7824,5,2,3,40,3,1
891,1,5,10,2442,1,5,3,43,4,1
892,4,5,4,1829,1,5,3,46,3,1
893,1,5,1,2171,1,3,3,38,2,1
894,2,5,2,5800,1,3,3,34,3,1
895,4,5,4,1169,5,3,3,29,3,1
896,4,4,2,8947,5,4,3,31,4,1
897,1,3,4,2606,1,2,2,28,4,1
898,4,5,3,1592,4,4,2,35,3,1
899,4,3,3,2186,5,4,2,33,2,1
900,1,3,3,4153,1,3,3,42,3,2
901,1,5,1,2625,1,5,3,43,3,2
902,4,5,1,3485,5,2,1,44,3,1
903,4,5,2,10477,5,5,3,42,3,1
904,4,3,4,1386,5,3,4,40,3,1
905,4,3,4,1278,1,5,3,36,4,1
906,1,3,4,1107,1,3,3,20,4,1
907,1,3,1,3763,5,4,3,24,2,1
908,2,3,7,3711,5,3,4,27,3,1
909,4,4,2,3594,1,2,2,46,2,1
910,2,3,1,3195,5,3,2,33,2,1
911,4,4,4,4454,1,3,2,34,3,1
912,2,5,3,4736,1,2,2,25,2,2
913,2,3,4,2991,5,5,2,25,3,1
914,4,3,10,2142,4,5,1,28,3,1
915,1,2,10,3161,1,3,3,31,3,2
916,2,1,11,18424,1,3,2,32,4,2
917,4,3,2,2848,2,3,3,32,3,1
918,1,3,1,14896,1,5,3,68,4,2
919,1,3,3,2359,2,1,1,33,3,2
920,1,3,3,3345,1,5,3,39,4,2
921,4,5,3,1817,1,3,2,28,3,1
922,4,4,4,12749,3,4,3,37,4,1
923,1,3,4,1366,1,2,2,22,3,2
924,2,3,1,2002,1,4,3,30,3,1
925,1,2,3,6872,1,2,1,55,3,2
926,1,2,1,697,1,2,3,46,3,2
927,1,5,3,1049,1,2,2,21,3,1
928,1,3,2,10297,1,4,3,39,3,2
929,4,3,4,1867,5,5,3,58,3,1
930,1,4,1,1344,1,3,3,43,2,1
931,1,3,3,1747,1,2,3,24,2,1
932,2,3,4,1670,1,2,2,22,3,2
933,4,5,1,1224,1,3,3,30,3,1
934,4,5,4,522,3,5,3,42,3,1
935,1,3,4,1498,1,3,2,23,3,1
936,2,4,4,1919,2,2,3,30,4,2
937,3,3,4,745,1,3,2,28,2,2
938,2,3,4,2063,1,2,4,30,4,1
939,2,3,7,6288,1,3,3,42,3,2
940,4,5,2,6842,5,3,3,46,4,1
941,4,3,1,3527,5,2,3,45,4,1
942,4,3,1,1546,1,3,3,31,2,1
943,4,3,3,929,5,4,3,31,3,1
944,4,5,1,1455,1,4,3,42,2,1
945,1,3,3,1845,1,2,2,46,3,1
946,2,1,1,8358,3,2,2,30,3,1
947,1,2,3,3349,3,2,3,30,3,2
948,4,3,1,2859,5,1,3,38,4,1
949,4,3,3,1533,1,2,4,43,2,2
950,4,3,4,3621,2,5,3,31,3,2
951,2,5,10,3590,1,1,4,40,1,1
952,1,4,10,2145,1,4,3,24,3,2
953,2,3,2,4113,3,2,2,28,3,2
954,4,3,3,10974,1,1,2,26,4,2
955,1,3,1,1893,1,3,2,29,3,1
956,1,5,4,1231,4,5,2,57,4,1
957,3,5,4,3656,5,5,3,49,2,1
958,2,5,4,1154,1,5,3,37,2,1
959,1,3,1,4006,1,3,3,45,2,2
960,2,3,3,3069,2,5,3,30,3,1
961,4,5,4,1740,1,5,4,30,3,1
962,2,4,1,2353,1,3,1,47,3,1
963,4,3,1,3556,5,3,3,29,3,1
964,4,3,4,2397,3,5,3,35,3,2
965,2,3,6,454,1,2,4,22,2,1
966,2,3,4,1715,5,3,2,26,3,1
967,2,5,4,2520,3,3,3,23,2,2
968,4,3,4,3568,1,5,2,54,4,1
969,4,3,4,7166,5,4,4,29,3,1
970,1,5,1,3939,1,3,3,40,2,1
971,2,3,6,1514,2,3,3,22,3,1
972,4,3,1,7393,1,3,3,43,2,1
973,1,2,1,1193,1,1,2,29,1,2
974,1,3,10,7297,1,5,3,36,3,2
975,4,5,4,2831,1,3,2,33,3,1
976,3,3,4,1258,3,3,2,57,2,1
977,2,3,4,753,1,3,2,64,3,1
978,2,4,10,2427,5,5,3,42,3,1
979,4,4,1,2538,1,5,3,47,2,2
980,2,2,1,1264,2,3,4,25,3,2
981,2,5,3,8386,1,4,3,49,3,2
982,4,3,10,4844,1,1,3,33,4,2
983,3,3,1,2923,2,3,2,28,4,1
984,1,3,2,8229,1,3,3,26,3,2
985,4,5,3,2028,1,4,3,30,2,1
986,1,5,3,1433,1,3,2,25,3,1
987,3,1,10,6289,1,2,1,33,3,1
988,4,3,4,1409,2,1,2,64,3,1
989,1,3,2,6579,1,1,3,29,4,1
990,2,5,4,1743,1,5,3,48,2,1
991,4,5,7,3565,5,2,3,37,2,1
992,4,2,4,1569,2,5,3,34,2,1
993,1,3,4,1936,5,4,4,23,2,1
994,1,3,3,3959,1,1,3,30,4,1
995,4,3,1,2390,5,5,3,50,3,1
996,4,3,3,1736,1,4,2,31,2,1
997,1,3,2,3857,1,3,1,40,4,1
998,4,3,4,804,1,5,3,38,3,1
999,1,3,4,1845,1,3,3,23,3,2
1000,2,5,2,4576,2,1,3,27,3,1
